State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,N,P,K,PH,TEM,,,,
Gujarat,VADODARA,2007,Kharif     ,Moong(Green Gram),1900,1100,20.83493802,28.48172977,31.53604854,6.555980736,36.01269585,,,,
Gujarat,VADODARA,2008,Kharif     ,Moong(Green Gram),1600,700,22.04597412,35.82469113,28.18271585,6.85175463,20.46635066,,,,
Gujarat,VADODARA,2009,Kharif     ,Moong(Green Gram),1500,600,18.99506229,18.79968086,27.68651587,6.967584923,27.30213421,,,,
Gujarat,VADODARA,2010,Kharif     ,Moong(Green Gram),1600,700,19.02933713,28.82094235,32.69499373,6.806198769,27.26181109,,,,
Gujarat,VADODARA,2010,Summer     ,Moong(Green Gram),4100,2300,20.17570893,33.36500239,34.42658324,6.633383367,24.32485332,,,,
Gujarat,VADODARA,2011,Kharif     ,Moong(Green Gram),2100,900,19.24194678,28.15414465,26.44039341,6.891568281,27.53599303,,,,
Gujarat,VADODARA,2011,Summer     ,Moong(Green Gram),1000,600,19.88944853,35.11706754,33.68527767,6.901658603,21.39559195,,,,
Gujarat,VADODARA,2012,Kharif     ,Moong(Green Gram),1700,700,19.99823212,25.97884011,33.88247354,6.488889707,28.96101602,,,,
Gujarat,VADODARA,2012,Summer     ,Moong(Green Gram),400,300,19.24733031,31.28846619,30.31665098,6.687152012,29.56211737,,,,
Gujarat,VALSAD,1997,Kharif     ,Moong(Green Gram),200,100,19.92038483,27.88239082,24.37900775,6.260801469,35.90387247,,,,
Gujarat,VALSAD,1998,Kharif     ,Moong(Green Gram),300,200,20.04574525,30.15311352,28.34536791,6.749020334,34.90513143,,,,
Gujarat,VALSAD,1999,Kharif     ,Moong(Green Gram),300,0,18.5784714,28.5397729,27.97739979,6.588994473,36.60113656,,,,
Gujarat,VALSAD,2000,Kharif     ,Moong(Green Gram),300,100,18.37706174,19.06337345,31.30533406,6.254572299,25.9060238,,,,
Gujarat,VALSAD,2001,Kharif     ,Moong(Green Gram),400,200,18.47492064,33.15585494,30.90998973,6.302556122,27.7580928,,,,
Gujarat,VALSAD,2002,Kharif     ,Moong(Green Gram),300,100,18.75377401,35.56816389,32.72616348,6.452655957,31.18291939,,,,
Gujarat,VALSAD,2003,Kharif     ,Moong(Green Gram),300,200,21.03114048,44.15776016,21.86619036,6.778903384,22.72651014,,,,
Gujarat,VALSAD,2004,Kharif     ,Moong(Green Gram),400,200,17.99101531,31.77890451,29.95260901,6.843805066,28.95673631,,,,
Gujarat,VALSAD,2005,Kharif     ,Moong(Green Gram),400,200,15.92429144,32.43011367,29.72277281,7.298834525,23.73851647,,,,
Gujarat,VALSAD,2006,Kharif     ,Moong(Green Gram),100,100,16.95866906,23.58432584,24.51439356,6.737436535,34.67336375,,,,
Gujarat,VALSAD,2007,Kharif     ,Moong(Green Gram),100,100,19.20585308,28.09338428,29.78640059,6.140107643,31.83284995,,,,
Gujarat,VALSAD,2008,Kharif     ,Moong(Green Gram),100,100,18.74572227,36.86948529,28.56132773,6.517616686,35.47169942,,,,
Gujarat,VALSAD,2009,Kharif     ,Moong(Green Gram),100,100,23.52983488,28.62147427,35.48368335,6.59340146,23.97858791,,,,
Gujarat,VALSAD,2010,Kharif     ,Moong(Green Gram),100,100,21.70709324,23.13361416,31.96745772,6.749879308,27.80115611,,,,
Gujarat,VALSAD,2010,Summer     ,Moong(Green Gram),400,200,20.76851107,20.75054996,29.05612607,6.368609777,25.96503967,,,,
Gujarat,VALSAD,2011,Summer     ,Moong(Green Gram),300,100,20.1981264,26.75291542,33.39928962,6.611992506,31.64905064,,,,
Gujarat,AHMADABAD,1997,Kharif     ,Moth,100,100,14.56070025,24.88944845,25.96231948,21.19835694,18.84612734,,,,
Gujarat,AHMADABAD,1998,Kharif     ,Moth,300,100,16.4806044,20.30568039,18.20875577,14.10741272,20.51630681,,,,
Gujarat,AHMADABAD,1999,Kharif     ,Moth,800,100,20.85216717,18.53744972,23.11112268,17.81129591,22.00717111,,,,
Gujarat,AHMADABAD,2000,Kharif     ,Moth,900,100,22.54328527,24.41517651,20.24579137,21.10499682,19.43649408,,,,
Gujarat,AHMADABAD,2001,Kharif     ,Moth,800,300,21.23391299,23.24853414,24.81267209,21.293075,21.18507105,,,,
Gujarat,AHMADABAD,2002,Kharif     ,Moth,700,500,23.42274859,14.56323088,22.44264847,19.02410559,17.0663784,,,,
Gujarat,AHMADABAD,2003,Kharif     ,Moth,800,400,18.13188849,21.15266404,17.05835599,14.75891398,19.79618172,,,,
Gujarat,AHMADABAD,2005,Kharif     ,Moth,500,300,21.0482048,24.01091362,18.97411684,21.95159797,22.48176705,,,,
Gujarat,AHMADABAD,2006,Kharif     ,Moth,500,100,19.34945586,18.75995583,19.38251682,19.58476064,19.88469463,,,,
Gujarat,AHMADABAD,2007,Kharif     ,Moth,1400,800,23.26090728,18.48525878,18.73206898,18.35987318,21.55136509,,,,
Gujarat,AHMADABAD,2008,Kharif     ,Moth,2100,500,22.54609998,21.01082131,21.43787748,20.65174619,25.07919733,,,,
Gujarat,AHMADABAD,2009,Kharif     ,Moth,2300,700,21.10284165,20.02803086,19.64381859,19.8175971,14.35081146,,,,
Gujarat,AHMADABAD,2010,Kharif     ,Moth,2800,1700,21.77440213,16.89658678,24.37423521,21.27178752,22.67580524,,,,
Gujarat,AHMADABAD,2011,Kharif     ,Moth,4600,2900,20.27250453,18.68687487,16.12694056,17.31912004,19.00290589,,,,
Gujarat,AHMADABAD,2012,Kharif     ,Moth,1500,800,17.68794013,20.86621024,20.74353997,19.27082531,18.70923732,,,,
Gujarat,AMRELI,1997,Kharif     ,Moth,500,200,22.21457855,20.00592991,21.71922295,18.89997145,18.96352607,,,,
Gujarat,AMRELI,1998,Kharif     ,Moth,500,100,18.78396208,24.90134893,22.55611903,13.86585013,24.09611897,,,,
Gujarat,AMRELI,1999,Kharif     ,Moth,500,0,13.90609095,15.4864005,18.69975677,20.45988809,22.80566434,,,,
Gujarat,AMRELI,2000,Kharif     ,Moth,500,,19.12194399,22.88216876,18.49900914,21.29388898,16.80936035,,,,
Gujarat,AMRELI,2001,Kharif     ,Moth,600,200,14.92392473,21.38994319,18.67401642,20.98009528,19.24489914,,,,
Gujarat,AMRELI,2002,Kharif     ,Moth,300,200,18.68000422,19.47566627,19.01569517,20.89906036,18.7397879,,,,
Gujarat,AMRELI,2003,Kharif     ,Moth,800,400,23.90735139,19.44476298,18.65409475,21.9738141,17.34491003,,,,
Gujarat,AMRELI,2004,Kharif     ,Moth,1000,400,18.9107157,12.10114785,21.38280414,16.41324503,20.75245956,,,,
Gujarat,AMRELI,2005,Kharif     ,Moth,1300,700,14.0109362,22.97058406,19.26335431,16.43711979,22.69380836,,,,
Gujarat,AMRELI,2006,Kharif     ,Moth,600,200,17.66592403,17.16468611,21.60460729,19.37003592,21.4109033,,,,
Gujarat,AMRELI,2007,Kharif     ,Moth,300,200,16.83670171,19.74157208,24.0066124,17.75457698,21.83659545,,,,
Gujarat,AMRELI,2008,Kharif     ,Moth,100,100,16.63534586,21.31867161,22.57347198,24.25715451,19.54939738,,,,
Gujarat,ANAND,2003,Kharif     ,Moth,100,,22.73052957,21.51982453,23.02696157,25.61726358,19.26621689,,,,
Gujarat,ANAND,2007,Kharif     ,Moth,100,100,19.42471084,16.73969064,22.74207271,22.90725741,18.82125532,,,,
Gujarat,ANAND,2009,Kharif     ,Moth,100,100,19.91086939,21.71922138,26.21880838,19.4768456,18.2552486,,,,
Gujarat,ANAND,2012,Kharif     ,Moth,100,100,19.52865219,20.67212053,16.56441802,22.44195025,18.86507936,,,,
Gujarat,BANAS KANTHA,1997,Kharif     ,Moth,8300,5700,14.31816663,20.76187338,16.3454322,22.26840681,18.67380843,,,,
Gujarat,BANAS KANTHA,1998,Kharif     ,Moth,7800,2700,17.94226943,23.98335192,16.89621559,15.63454466,23.24602458,,,,
Gujarat,BANAS KANTHA,1999,Kharif     ,Moth,6100,0,15.77479394,18.91766862,20.52307019,12.52880827,25.17864213,,,,
Gujarat,BANAS KANTHA,2000,Kharif     ,Moth,11800,1700,22.17090877,25.85359775,18.55532559,19.60729756,20.56797449,,,,
Gujarat,BANAS KANTHA,2001,Kharif     ,Moth,12800,6000,19.29034923,19.47025538,19.44286977,20.67461406,22.78049531,,,,
Gujarat,BANAS KANTHA,2002,Kharif     ,Moth,15100,2700,18.49567319,21.10245114,18.41119586,18.6894592,24.18516981,,,,
Gujarat,BANAS KANTHA,2003,Kharif     ,Moth,11900,7500,21.24441397,19.91623925,20.7412024,22.83993977,16.14106142,,,,
Gujarat,BANAS KANTHA,2004,Kharif     ,Moth,13200,4900,20.85540178,20.7794914,21.13986723,15.61427091,18.04313366,,,,
Gujarat,BANAS KANTHA,2005,Kharif     ,Moth,14900,7900,16.35443843,21.87668669,21.67965126,18.44089322,16.95716462,,,,
Gujarat,BANAS KANTHA,2006,Kharif     ,Moth,13200,2400,18.66014259,19.6590398,20.44038515,17.72104331,18.34477656,,,,
Gujarat,BANAS KANTHA,2007,Kharif     ,Moth,12500,9100,24.04987892,18.7598166,21.70720321,22.0594102,26.65469594,,,,
Gujarat,BANAS KANTHA,2008,Kharif     ,Moth,5900,1000,18.00949405,22.14550072,22.80030072,20.81000135,19.71113121,,,,
Gujarat,BANAS KANTHA,2009,Kharif     ,Moth,6200,900,23.53387521,22.26168224,19.75342155,24.65892266,15.44280639,,,,
Gujarat,BANAS KANTHA,2010,Kharif     ,Moth,5100,3200,20.72959765,17.81240098,22.78535899,21.85366501,21.57269546,,,,
Gujarat,BANAS KANTHA,2011,Kharif     ,Moth,6000,3700,17.74791021,17.74220523,18.24161312,18.99748069,23.14741718,,,,
Gujarat,BANAS KANTHA,2012,Kharif     ,Moth,1100,400,19.63463401,17.27728112,27.30490711,24.00295418,21.32177457,,,,
Gujarat,BHARUCH,1997,Kharif     ,Moth,500,300,20.06004157,18.32710023,21.66628566,20.77237018,17.38683119,,,,
Gujarat,BHARUCH,1998,Kharif     ,Moth,600,200,20.57173516,21.80999613,18.32295167,21.93360182,22.30822721,,,,
Gujarat,BHARUCH,1999,Kharif     ,Moth,300,0,20.22440682,20.23973348,14.52739598,15.27505121,16.32095575,,,,
Gujarat,BHARUCH,2000,Kharif     ,Moth,400,,18.68096554,19.78252675,20.75744741,21.00992811,23.79287643,,,,
Gujarat,BHARUCH,2001,Kharif     ,Moth,400,100,22.20930053,15.60597915,23.51849058,21.50782148,17.54846467,,,,
Gujarat,BHARUCH,2002,Kharif     ,Moth,300,200,23.04821364,17.52260335,18.90111714,21.66668372,16.11445171,,,,
Gujarat,BHARUCH,2003,Kharif     ,Moth,600,400,19.91870187,21.59009554,17.90071651,24.15370478,16.3040787,,,,
Gujarat,BHARUCH,2004,Kharif     ,Moth,500,200,19.33402325,18.50158427,25.11175506,21.11648521,16.85899327,,,,
Gujarat,BHARUCH,2005,Kharif     ,Moth,1100,500,27.21397797,19.5168739,23.18605856,20.17769172,19.14670247,,,,
Gujarat,BHARUCH,2006,Kharif     ,Moth,500,100,21.52144832,22.85632539,16.97192134,23.14847188,21.78237522,,,,
Gujarat,BHARUCH,2007,Kharif     ,Moth,900,500,18.80194098,20.93329716,24.00352222,20.97446932,21.81609473,,,,
Gujarat,BHARUCH,2008,Kharif     ,Moth,700,100,21.36135652,25.01568333,14.02549425,20.55000719,24.14703309,,,,
Gujarat,BHARUCH,2009,Kharif     ,Moth,400,100,21.55976198,24.42293975,17.00059952,22.07105704,16.90696256,,,,
Gujarat,BHARUCH,2010,Kharif     ,Moth,500,300,19.60987504,14.945673,20.88497086,16.38703465,23.49809076,,,,
Gujarat,BHARUCH,2011,Kharif     ,Moth,200,100,21.4975431,12.80522836,25.62060183,23.95927367,18.95214519,,,,
Gujarat,BHARUCH,2012,Kharif     ,Moth,1500,500,18.96015732,18.64462291,19.36751791,18.8002988,13.15295368,,,,
Gujarat,BHAVNAGAR,1997,Kharif     ,Moth,2200,900,18.09239891,18.11745142,23.29320273,21.5967028,20.83538985,,,,
Gujarat,BHAVNAGAR,1998,Kharif     ,Moth,2400,700,20.51252608,21.41466029,25.42121841,21.68141601,21.27608097,,,,
Gujarat,BHAVNAGAR,1999,Kharif     ,Moth,2300,400,15.2150061,14.63597757,22.0998078,19.55793732,20.28379818,,,,
Gujarat,BHAVNAGAR,2000,Kharif     ,Moth,2000,200,22.42416149,20.77881419,20.26284223,21.15328018,24.09637077,,,,
Gujarat,BHAVNAGAR,2001,Kharif     ,Moth,1400,500,14.3523845,18.58949069,19.16684276,21.47980514,21.19828699,,,,
Gujarat,BHAVNAGAR,2002,Kharif     ,Moth,1800,900,20.2715061,18.53753359,20.88194074,24.14094472,20.79346247,,,,
Gujarat,BHAVNAGAR,2003,Kharif     ,Moth,600,300,16.55126729,20.56332489,22.72230912,17.26260562,24.25645745,,,,
Gujarat,BHAVNAGAR,2004,Kharif     ,Moth,500,200,19.89671161,20.92931314,16.59682752,20.58901049,23.40310971,,,,
Gujarat,BHAVNAGAR,2005,Kharif     ,Moth,300,200,17.88054977,12.54713741,21.80477974,20.50926211,15.57025537,,,,
Gujarat,BHAVNAGAR,2006,Kharif     ,Moth,400,100,17.11968766,19.50734173,16.78879222,16.84824075,19.26329102,,,,
Gujarat,BHAVNAGAR,2007,Kharif     ,Moth,600,300,19.67362259,22.31491104,25.767054,23.98685019,21.07253057,,,,
Gujarat,BHAVNAGAR,2008,Kharif     ,Moth,1200,300,20.38824208,20.24158922,16.22622058,16.55121265,16.92316198,,,,
Gujarat,BHAVNAGAR,2009,Kharif     ,Moth,800,300,27.30227687,18.32791964,24.88647136,20.43986816,19.22945606,,,,
Gujarat,BHAVNAGAR,2010,Kharif     ,Moth,500,300,19.92115145,15.41025085,17.15877083,17.81218471,21.45481667,,,,
Gujarat,BHAVNAGAR,2011,Kharif     ,Moth,1000,600,18.63086826,23.91193828,14.72129525,18.8367395,23.25215474,,,,
Gujarat,BHAVNAGAR,2012,Kharif     ,Moth,400,100,21.72079998,17.5121144,14.33074846,22.07482963,17.4951717,,,,
Gujarat,GANDHINAGAR,2003,Kharif     ,Moth,200,100,24.8721764,20.45677845,21.75401731,21.65609516,20.55624513,,,,
Gujarat,GANDHINAGAR,2005,Kharif     ,Moth,100,,22.61483368,22.56086843,21.29686925,22.35943161,26.58413993,,,,
Gujarat,GANDHINAGAR,2006,Kharif     ,Moth,200,100,17.69364927,23.38359425,18.81841663,20.82368586,17.57510587,,,,
Gujarat,GANDHINAGAR,2007,Kharif     ,Moth,400,200,21.28829227,20.62681074,21.40360798,22.61713959,15.16584533,,,,
Gujarat,GANDHINAGAR,2008,Kharif     ,Moth,200,100,14.95246944,19.22517326,19.91402295,23.21618775,21.85656787,,,,
Gujarat,GANDHINAGAR,2009,Kharif     ,Moth,400,100,14.24777296,23.73458819,17.72641836,18.66749479,19.33768727,,,,
Gujarat,GANDHINAGAR,2010,Kharif     ,Moth,500,300,18.90387723,18.72493538,17.48333586,17.17208767,20.22077164,,,,
Gujarat,GANDHINAGAR,2011,Kharif     ,Moth,300,200,12.82478107,19.96878388,19.99222871,14.64456197,16.94670593,,,,
Gujarat,JAMNAGAR,1997,Kharif     ,Moth,300,200,18.73287171,16.38804124,14.08255466,15.36172313,21.88297341,,,,
Gujarat,JAMNAGAR,1998,Kharif     ,Moth,300,100,20.34136007,25.11069072,19.36006982,20.10693558,23.25250154,,,,
Gujarat,JAMNAGAR,1999,Kharif     ,Moth,200,0,28.52572469,16.16749294,22.12364532,27.45052849,15.43757664,,,,
Gujarat,JAMNAGAR,2000,Kharif     ,Moth,500,,21.39833821,25.93376482,16.56378869,20.8477016,22.24513138,,,,
Gujarat,JAMNAGAR,2001,Kharif     ,Moth,200,100,19.85996763,18.64436361,19.57194216,17.54823835,19.61642359,,,,
Gujarat,JAMNAGAR,2002,Kharif     ,Moth,200,200,24.81847005,12.83484453,21.20726238,19.10875526,18.95560666,,,,
Gujarat,JAMNAGAR,2003,Kharif     ,Moth,200,100,18.95453201,25.3396131,19.70708404,23.04887537,14.63756647,,,,
Gujarat,JAMNAGAR,2004,Kharif     ,Moth,200,100,17.9356998,20.02012648,16.08638806,19.464268,22.04170382,,,,
Gujarat,JAMNAGAR,2005,Kharif     ,Moth,600,300,23.5814961,21.12758516,22.90331098,22.18503775,20.20004929,,,,
Gujarat,JAMNAGAR,2006,Kharif     ,Moth,100,100,24.34928356,20.81057147,18.24210147,22.33986655,19.83978292,,,,
Gujarat,JAMNAGAR,2010,Kharif     ,Moth,100,100,15.52530654,23.36535083,22.54027518,22.96787597,19.28561547,,,,
Gujarat,KACHCHH,1997,Kharif     ,Moth,25000,10000,19.5843931,17.58562871,24.91988041,20.51951649,17.82083897,,,,
Gujarat,KACHCHH,1998,Kharif     ,Moth,20400,4800,20.01391886,19.4590144,18.63578722,19.56961665,19.30286796,,,,
Gujarat,KACHCHH,1999,Kharif     ,Moth,7200,200,17.24898117,24.80280854,16.73293327,20.37973878,21.47303761,,,,
Gujarat,KACHCHH,2000,Kharif     ,Moth,17700,600,23.00746564,19.69597503,19.63095584,20.55199116,17.7693134,,,,
Gujarat,KACHCHH,2001,Kharif     ,Moth,14900,2500,17.65889361,17.72807927,22.15355899,18.68605426,22.55841706,,,,
Gujarat,KACHCHH,2002,Kharif     ,Moth,9600,500,19.62349972,24.73281238,16.30962691,13.98773098,18.9751356,,,,
Gujarat,KACHCHH,2003,Kharif     ,Moth,20500,11100,26.88194543,21.01128808,20.03052087,25.53775874,24.69699954,,,,
Gujarat,KACHCHH,2004,Kharif     ,Moth,15500,4100,22.58976163,19.19680299,17.32396491,17.39105322,22.47470858,,,,
Gujarat,KACHCHH,2005,Kharif     ,Moth,14700,7700,18.6275291,20.19635255,21.50737443,17.71739697,21.98416715,,,,
Gujarat,KACHCHH,2006,Kharif     ,Moth,16500,6700,27.71269412,23.58554074,22.81536451,21.54925429,23.09321006,,,,
Gujarat,KACHCHH,2007,Kharif     ,Moth,20500,10400,18.85848,26.82898558,24.10941755,20.53335623,21.29190875,,,,
Gujarat,KACHCHH,2008,Kharif     ,Moth,24300,4700,18.41339311,19.49274114,15.19063605,23.67343554,22.28444166,,,,
Gujarat,KACHCHH,2009,Kharif     ,Moth,2500,1000,19.22504019,20.90943815,15.15612446,16.31318344,19.26080956,,,,
Gujarat,KACHCHH,2010,Kharif     ,Moth,4200,1900,19.42989383,22.7642109,15.68282141,19.13417583,14.56814284,,,,
Gujarat,KACHCHH,2011,Kharif     ,Moth,26000,10800,19.99402388,18.57819834,25.73350427,20.62724266,20.85290383,,,,
Gujarat,KACHCHH,2012,Kharif     ,Moth,6000,1800,19.90669668,15.785731,19.5167278,8.902062887,21.36844993,,,,
Gujarat,KHEDA,1997,Kharif     ,Moth,1200,1000,19.59581412,20.06592358,20.84684813,21.24431238,18.7272361,,,,
Gujarat,KHEDA,1998,Kharif     ,Moth,1300,1000,14.80283197,15.63624599,16.45859014,24.80644141,14.82450938,,,,
Gujarat,KHEDA,1999,Kharif     ,Moth,1500,0,21.14076552,16.7907422,13.13642595,19.92369445,22.77418622,,,,
Gujarat,KHEDA,2000,Kharif     ,Moth,1100,100,16.58207618,19.64177077,20.93913602,18.89227401,20.56654134,,,,
Gujarat,KHEDA,2001,Kharif     ,Moth,1100,200,13.32842534,22.14918336,16.35618313,21.53518651,17.00743065,,,,
Gujarat,KHEDA,2002,Kharif     ,Moth,1000,700,15.24448029,21.78869101,16.12240634,16.84156404,15.81852186,,,,
Gujarat,KHEDA,2003,Kharif     ,Moth,1100,600,12.40923312,16.57721822,18.75221653,21.66449187,23.86550439,,,,
Gujarat,KHEDA,2004,Kharif     ,Moth,700,300,22.00106093,22.08184889,18.03791794,24.41599671,18.46618307,,,,
Gujarat,KHEDA,2005,Kharif     ,Moth,500,300,25.55308825,20.10156584,24.65491266,20.54815454,20.17328064,,,,
Gujarat,KHEDA,2006,Kharif     ,Moth,500,200,17.06134139,17.58070368,20.30919554,23.88127666,20.21408551,,,,
Gujarat,KHEDA,2007,Kharif     ,Moth,400,300,17.81424162,17.03640111,18.75057291,20.29824057,19.30085957,,,,
Gujarat,KHEDA,2008,Kharif     ,Moth,500,100,18.61190623,16.70556133,12.61380707,16.53852023,23.87833957,,,,
Gujarat,KHEDA,2009,Kharif     ,Moth,500,200,20.02677676,23.24867091,17.79448955,22.12860294,17.66105203,,,,
Gujarat,KHEDA,2010,Kharif     ,Moth,300,200,20.04519164,24.02850119,22.74918041,19.21790889,21.71609915,,,,
Gujarat,KHEDA,2011,Kharif     ,Moth,200,200,15.05069485,18.64978863,23.11264129,21.14607307,22.05116004,,,,
Gujarat,KHEDA,2012,Kharif     ,Moth,100,100,20.05255775,16.96290363,19.07420259,20.17415843,19.46893334,,,,
Gujarat,MAHESANA,1997,Kharif     ,Moth,1300,700,19.15992904,15.36504207,21.27997415,21.48992578,24.59906754,,,,
Gujarat,MAHESANA,1998,Kharif     ,Moth,1500,600,21.79579208,15.64096582,22.72776134,21.92965942,21.59420319,,,,
Gujarat,MAHESANA,1999,Kharif     ,Moth,1400,0,12.92924566,20.52658364,22.69006518,27.9151952,20.39890262,,,,
Gujarat,MAHESANA,2000,Kharif     ,Moth,2600,200,22.3617055,20.56158605,17.57858745,11.85288421,20.71353797,,,,
Gujarat,MAHESANA,2001,Kharif     ,Moth,2100,600,20.34482084,20.66183105,17.20353238,26.69481155,18.40528765,,,,
Gujarat,MAHESANA,2002,Kharif     ,Moth,2300,400,20.66221224,21.21251513,18.86306075,16.99991633,22.29787474,,,,
Gujarat,MAHESANA,2003,Kharif     ,Moth,800,400,20.57008493,14.40078616,24.13256132,21.62625345,17.11583768,,,,
Gujarat,MAHESANA,2004,Kharif     ,Moth,500,200,21.76286178,17.89886685,22.30646437,23.3373916,19.70719977,,,,
Gujarat,MAHESANA,2005,Kharif     ,Moth,2200,1100,21.39984602,21.47388091,20.90156326,19.91530825,15.50902933,,,,
Gujarat,MAHESANA,2006,Kharif     ,Moth,1800,500,17.2420996,21.89673498,19.19363939,15.03228023,21.31391351,,,,
Gujarat,MAHESANA,2007,Kharif     ,Moth,2300,1400,20.75908088,22.2788492,24.65027791,24.0219052,19.63255108,,,,
Gujarat,MAHESANA,2008,Kharif     ,Moth,2000,400,17.88930136,19.85787119,20.53075598,20.82802845,22.05816773,,,,
Gujarat,MAHESANA,2009,Kharif     ,Moth,1200,400,16.93446753,20.39881565,12.9199428,20.38847466,19.52187127,,,,
Gujarat,MAHESANA,2010,Kharif     ,Moth,1800,1100,22.40509498,19.91895882,13.95239505,20.25153609,20.01588134,,,,
Gujarat,MAHESANA,2011,Kharif     ,Moth,1200,800,19.93735368,17.93112042,19.32074508,18.34963949,23.77556704,,,,
Gujarat,MAHESANA,2012,Kharif     ,Moth,600,300,15.22165765,17.05734503,19.73151248,18.84077919,16.14027989,,,,
Gujarat,NARMADA,2003,Kharif     ,Moth,300,200,22.16436294,17.77309771,20.1349792,19.87760433,20.37509748,,,,
Gujarat,NARMADA,2004,Kharif     ,Moth,200,100,20.19398681,22.20190193,16.13931256,18.47168236,20.61874188,,,,
Gujarat,NARMADA,2007,Kharif     ,Moth,100,100,20.78427585,25.69270452,14.20561114,19.10981378,18.16359256,,,,
Gujarat,NARMADA,2008,Kharif     ,Moth,200,100,19.7225116,20.19473045,15.67982443,14.95267264,23.56318218,,,,
Gujarat,PANCH MAHALS,1997,Kharif     ,Moth,700,400,20.90268414,21.91512015,19.68574962,20.25981892,19.93172508,,,,
Gujarat,PANCH MAHALS,1998,Kharif     ,Moth,200,,22.34914909,22.11033495,20.90101617,19.12120528,14.79518685,,,,
Gujarat,PANCH MAHALS,2001,Kharif     ,Moth,100,,13.59347897,22.47915637,21.28012034,18.72027686,19.05755781,,,,
Gujarat,PANCH MAHALS,2002,Kharif     ,Moth,100,100,19.00540951,20.61663646,22.84932103,18.68442737,19.8880954,,,,
Gujarat,PANCH MAHALS,2010,Kharif     ,Moth,100,100,18.50194883,21.27392703,17.39755128,19.78125875,22.05952014,,,,
Gujarat,PANCH MAHALS,2012,Kharif     ,Moth,100,100,25.56100324,22.98097128,17.23807691,19.06426718,17.06980404,,,,
Gujarat,PATAN,2003,Kharif     ,Moth,3400,2500,26.75237473,17.58717456,17.8342539,17.03176311,18.8933563,,,,
Gujarat,PATAN,2004,Kharif     ,Moth,2000,1400,13.28085173,20.80044958,19.50143664,17.7967935,12.84488141,,,,
Gujarat,PATAN,2005,Kharif     ,Moth,3600,2200,17.88476715,20.75459288,16.10179906,17.25748759,21.7160665,,,,
Gujarat,PATAN,2006,Kharif     ,Moth,3900,500,18.14792104,21.59209893,15.03458289,23.82085823,20.73415789,,,,
Gujarat,PATAN,2007,Kharif     ,Moth,4000,1800,19.95778118,21.60557514,18.01618559,20.72277602,21.36770542,,,,
Gujarat,PATAN,2008,Kharif     ,Moth,4800,1600,19.07624127,21.8020052,16.92071726,23.17882552,19.91317585,,,,
Gujarat,PATAN,2009,Kharif     ,Moth,4800,1000,20.93781286,14.65395322,24.11380971,19.3376199,17.72575978,,,,
Gujarat,PATAN,2010,Kharif     ,Moth,2300,1400,19.97763142,20.03577102,21.81289362,19.37577985,16.40178568,,,,
Gujarat,PATAN,2011,Kharif     ,Moth,3300,1600,20.05746677,17.8325874,24.44761817,19.56002171,20.37447891,,,,
Gujarat,PATAN,2012,Kharif     ,Moth,1400,600,16.66894197,19.0807344,20.73913544,19.4038757,24.08266042,,,,
Gujarat,PORBANDAR,2007,Kharif     ,Moth,400,300,18.29904054,24.99348848,18.07492749,25.7333293,16.7089372,,,,
Gujarat,RAJKOT,1997,Kharif     ,Moth,1300,1000,18.37573574,19.72910745,23.42667071,11.75715865,21.57090021,,,,
Gujarat,RAJKOT,1998,Kharif     ,Moth,800,500,16.58104189,17.07715598,19.2570099,22.33146405,23.74639149,,,,
Gujarat,RAJKOT,1999,Kharif     ,Moth,1000,200,18.35070506,15.75627745,22.0827324,21.62634403,19.15420056,,,,
Gujarat,RAJKOT,2000,Kharif     ,Moth,700,100,19.54308743,22.2563473,21.29360731,19.30214755,17.6647627,,,,
Gujarat,RAJKOT,2001,Kharif     ,Moth,1000,300,22.78718239,24.37554572,16.40130523,16.01028022,20.1742155,,,,
Gujarat,RAJKOT,2002,Kharif     ,Moth,1100,700,19.50271794,18.94833646,19.75886046,21.62766234,20.86858115,,,,
Gujarat,RAJKOT,2003,Kharif     ,Moth,800,500,18.45768223,23.63790056,16.49554604,19.93767236,21.17923204,,,,
Gujarat,RAJKOT,2004,Kharif     ,Moth,600,200,16.84572945,21.54743949,19.2828514,22.42785649,19.46151413,,,,
Gujarat,RAJKOT,2005,Kharif     ,Moth,500,300,23.34952709,23.79136708,19.10613597,19.14912911,17.506148,,,,
Gujarat,RAJKOT,2006,Kharif     ,Moth,500,100,17.47392547,19.97436139,19.56961461,20.34760793,21.48998077,,,,
Gujarat,RAJKOT,2007,Kharif     ,Moth,400,200,24.20691114,17.03558478,21.2026906,22.45654512,19.80891158,,,,
Gujarat,RAJKOT,2008,Kharif     ,Moth,600,100,23.83273337,17.72259334,22.19859385,19.487214,16.02870306,,,,
Gujarat,RAJKOT,2009,Kharif     ,Moth,1000,300,25.48064417,21.51259469,19.84583229,20.93503707,21.74044568,,,,
Gujarat,RAJKOT,2010,Kharif     ,Moth,900,600,22.64771899,23.64159743,22.82941988,20.24040835,19.14733627,,,,
Gujarat,RAJKOT,2011,Kharif     ,Moth,400,300,17.74875549,24.65680459,19.79639744,23.4169085,21.68512745,,,,
Gujarat,RAJKOT,2012,Kharif     ,Moth,100,100,23.39336969,19.49566452,17.03001433,19.05485772,22.47347905,,,,
Gujarat,SABAR KANTHA,1997,Kharif     ,Moth,200,100,19.44766991,21.96334096,16.21319364,22.27669653,18.61324073,,,,
